id,title,original_title,year,source,file_path,stem,ocr_chars,n_lines,overlap_title,overlap_original,overlap_max,fuzzy_title,fuzzy_original,fuzzy_max,latency_s,error,ocr_preview
204611,The McPherson Tape,The McPherson Tape,1989,variant,posters_multi/204611/g65RZ82jaxwDkVWBK1Dfs90rE80.jpg,g65RZ82jaxwDkVWBK1Dfs90rE80,18,3,1.0,1.0,1.0,1.0,1.0,1.0,0.573,,the | McPHERSON | TAPE
208703,Rufus,Rufus,2013,primary,posters/208703.jpg,208703.jpg,118,13,0.0,0.0,0.0,0.1031,0.1031,0.1031,0.677,,"SAPER | RORY J. | PATTERSON | MERRITT | DAVID JAMES | ELLIOTT | COATES | KIM | HUNTED | "" | OUT OF 4"" | ""UNEXPECTEDLY FRESH..."" | TORONTO STAR"
208703,Rufus,Rufus,2013,variant,posters_multi/208703/4HaHva32h3bZ7UfbQmOhzbGJ0Gb.jpg,4HaHva32h3bZ7UfbQmOhzbGJ0Gb,5,1,1.0,1.0,1.0,1.0,1.0,1.0,0.729,,Rufus
208703,Rufus,Rufus,2013,variant,posters_multi/208703/aL7Lqv1iyZ6HAulWDjJvhwJNeIA.jpg,aL7Lqv1iyZ6HAulWDjJvhwJNeIA,118,13,0.0,0.0,0.0,0.1031,0.1031,0.1031,0.681,,"SAPER | RORY J. | PATTERSON | MERRITT | DAVID JAMES | ELLIOTT | COATES | KIM | HUNTED | "" | OUT OF 4"" | ""UNEXPECTEDLY FRESH..."" | TORONTO STAR"
208703,Rufus,Rufus,2013,variant,posters_multi/208703/hNtN4JIFwCRTauHvYkvIsuFgm08.jpg,hNtN4JIFwCRTauHvYkvIsuFgm08,632,27,1.0,1.0,1.0,0.0,0.0,0.0,2.24,,There's no such thing as | vampires... | RUFUS | ENTERTAINMENT ONE MIZENS DI LONELY BOY PRODUCTIONS ANAND RAMAYYA/ BRUCE HARVEY | DAVE SCHULZZ 12 DAVID JAMES ELLIOTT KELLY ROWAN - 
208703,Rufus,Rufus,2013,variant,posters_multi/208703/uyC6GVVk4VW2OQ2LaVzJZn4yjR2.jpg,uyC6GVVk4VW2OQ2LaVzJZn4yjR2,204,13,1.0,1.0,1.0,0.0763,0.0763,0.0763,1.977,,Rufus | - - ET - - 200 NO | BLUERE ET - - 2 21 DE VCR ISSUED adidas | with - DE WILLIAM - - CA . - which - | - TEXT in - - E m with = - DE | Machmode - | mme DV - DE C | I | - | HE
210587,Yellow,Yellow,2013,primary,posters/210587.jpg,210587.jpg,96,13,0.0,0.0,0.0,0.0976,0.0976,0.0976,0.618,,MARGARET | NIXON | SHELLEY | Н.В. | HEATHER | GRACE | WARD | DORFF | LONELINESS | CAN BE A | NIGHTMARE. | CITY OF | LUST
210587,Yellow,Yellow,2013,variant,posters_multi/210587/3olg9GQuC7xtym6H1gEVHznm8ee.jpg,3olg9GQuC7xtym6H1gEVHznm8ee,96,13,0.0,0.0,0.0,0.0976,0.0976,0.0976,1.824,,MARGARET | NIXON | SHELLEY | Н.В. | HEATHER | GRACE | WARD | DORFF | LONELINESS | CAN BE A | NIGHTMARE. | CITY OF | LUST
210587,Yellow,Yellow,2013,variant,posters_multi/210587/cH0uNpmMUdg9Nu8J4qFRtsTSdFc.jpg,cH0uNpmMUdg9Nu8J4qFRtsTSdFc,72,12,0.0,0.0,0.0,0.1493,0.1493,0.1493,0.6,,Margaret | GRACE | Jill | OLIVER | Derek | RYAN | Shelley | NIXON | Kyle | GREER | CITY | LUSP
210734,Battlefield Death Tales,Battlefield Death Tales,2012,primary,posters/210734.jpg,210734.jpg,41,3,0.0,0.0,0.0,0.3636,0.3636,0.3636,1.892,,AT WAR WITH THE UNDEAD | ANGRY NAZI | ZOMBIES
210734,Battlefield Death Tales,Battlefield Death Tales,2012,variant,posters_multi/210734/z453yQUIEXI5mG695ZfeEMkDZnx.jpg,z453yQUIEXI5mG695ZfeEMkDZnx,41,3,0.0,0.0,0.0,0.3636,0.3636,0.3636,1.553,,AT WAR WITH THE UNDEAD | ANGRY NAZI | ZOMBIES
213811,The Crate,The Crate,,primary,posters/213811.jpg,213811.jpg,138,9,0.0,0.0,0.0,0.1157,0.1157,0.1157,1.548,,PENDULUM PICTURES | 50 | PRESENTS | MOVIES | DECREPIT CRYPT | NIGHTMARES OF | M | to - | 50-Movie DVD Collection. Hours of Spine-Chilling Tales on 12 DVDs
214680,Convergence,Convergence,2000,primary,posters/214680.jpg,214680.jpg,103,11,0.0,0.0,0.0,0.1616,0.1616,0.1616,1.408,,ARTISAN | INFERTO | DVD | ChRiSToPHeR | CYNTHA | AdRiaN | LLoyD PReSToN PAuL | a matter | of time | and death | PREMONITION
214680,Convergence,Convergence,2000,variant,posters_multi/214680/b15UobERIODyWwjuIGVRKLBLBkO.jpg,b15UobERIODyWwjuIGVRKLBLBkO,101,11,0.0,0.0,0.0,0.1649,0.1649,0.1649,1.402,,ARTISAN | HOWI | DVD | ChRiSToPHeR | CYNTHIA | AdRiaN | LLoyD PReSToN PAuL | a matter | of time | and death | PREMONITION
215280,Billy Badd,Billy Badd,1992,primary,posters/215280.jpg,215280.jpg,413,12,0.0,0.0,0.0,0.0,0.0,0.0,1.481,,MOTOR | PSYCHO | SU FIN: SEMBRAR EL TERROR POR DONDE PASA | PIVOT PICTURE MOTOR PSYCHO | con ROBERT RESTAINO NICOLABILIXAS THOMAS EME BY DENNIS | Y DERMOTT DANIEL DOWNS MI - ENDRE 
215280,Billy Badd,Billy Badd,1992,variant,posters_multi/215280/zJwP5epnNOuna569g2fI9QZeeJ1.jpg,zJwP5epnNOuna569g2fI9QZeeJ1,423,12,0.0,0.0,0.0,0.0,0.0,0.0,1.235,,"MOTOR | PSYCHO | SU FIN: SEMBRAR EL TERROR POR DONDE PASA | con ROBERT RESTAINO NICOLABEIXAS THOMAS EME RY DENNIS | PIVOT MOTOR PSYCHO | y DERMOTT DANIEL DOWNS an of RADA da ""HAC"" "
216139,Burned at the Stake,Burned at the Stake,1981,primary,posters/216139.jpg,216139.jpg,355,11,0.25,0.25,0.25,0.0127,0.0127,0.0127,0.763,,What's Gotten Into Loreen? | THE | OMING | ALAN LANDSBURG PRODUCTIONS Presents-A Film by BERT I GORDON | THE COMING | Starring SUSAN SWIFT TISHA STERLING-BEVERLY ROSSA DAVID ROUNDS
216139,Burned at the Stake,Burned at the Stake,1981,variant,posters_multi/216139/3Bf7YXI9d8cCjMznG71lN62tmqQ.jpg,3Bf7YXI9d8cCjMznG71lN62tmqQ,235,10,0.25,0.25,0.25,0.134,0.134,0.134,0.96,,"THERE IS | NO ESCAPE | FROM | THE | COMING | ALAN LANDSBURG PRODUCTIONS Presents | A Film by BERT I. GORDON ""THE COMING"" | Starring SUSAN SWIFT, TISHA STERLING, BEVERL Y ROSS | Spe"
216139,Burned at the Stake,Burned at the Stake,1981,variant,posters_multi/216139/5OZ4xqffLbksRdUMXulvnp0g7Na.jpg,5OZ4xqffLbksRdUMXulvnp0g7Na,352,12,0.25,0.25,0.25,0.0135,0.0135,0.0135,1.285,,"THE | OMING | ALAN LANDSBURG PRODUCTIONS Presents-A Film by BERT I GORDON | ""THE COMING"" | Starring SUSAN SWIFT-TISHA STERLING - BEVERLY ROSS-DAVID ROUNDS | and ALBERT SALMI as Cap"
216139,Burned at the Stake,Burned at the Stake,1981,variant,posters_multi/216139/ilNuzMpeK5oWcylIfc5qtDc9nXa.jpg,ilNuzMpeK5oWcylIfc5qtDc9nXa,9,2,0.25,0.25,0.25,0.25,0.25,0.25,0.995,,THE | OMING
216139,Burned at the Stake,Burned at the Stake,1981,variant,posters_multi/216139/pkIqyBH9snYlgO5p74rZOqnVdYB.jpg,pkIqyBH9snYlgO5p74rZOqnVdYB,9,2,0.25,0.25,0.25,0.25,0.25,0.25,0.61,,THE | OMING
216139,Burned at the Stake,Burned at the Stake,1981,variant,posters_multi/216139/qmMaHJxlcOG7ZByHbO3DPR2KUVD.jpg,qmMaHJxlcOG7ZByHbO3DPR2KUVD,372,15,0.5,0.5,0.5,0.0126,0.0126,0.0126,1.153,,"What's Gotten Into Loreen? | THE | OMING | ALAN LANDSBURG PRODUCTIONS Presents-A Film by BERT I GORDON | ""THE COMING' | Starring SUSAN SWIFT-TISHA STERLING-BEVERLY ROSS - DAVID ROU"
217903,El virus del poder,El virus del poder,1988,primary,posters/217903.jpg,217903.jpg,185,20,0.25,0.25,0.25,0.1118,0.1118,0.1118,1.172,,"SINDROME DEL | APOCALIPSIS | CARRERA CONTRA | XI ICO | CLA TIEMPO, | ESCENARIO | 16 BORAS PARA | DE LA ACCION. | DETENERGO... | NOT | GABRIELA | RAYMUNDO | GOLDSMITH | CAPETILLO | "
217903,El virus del poder,El virus del poder,1988,variant,posters_multi/217903/wnx0OxIJiWfChDJ2GuGsKqk4RWS.jpg,wnx0OxIJiWfChDJ2GuGsKqk4RWS,122,10,1.0,1.0,1.0,0.25,0.25,0.25,0.989,,ALFREDO LEAL | RAYMUNDO CAPETILLO | GABRIELA GOLDSHMIT | YIRAH APARICIO | ROBERTO CAÑEDO | MARTHA ELENA | CERVANTES | EL | VIRUS DEL | PODER
219961,Sonata,Sonata,,primary,posters/219961.jpg,219961.jpg,56,4,0.0,0.0,0.0,0.1633,0.1633,0.1633,0.985,,VOCÊ NUNCA ESTÁ SOZINHO... | GRITOS DE HORROR | Focus | Filmes
219961,Sonata,Sonata,,variant,posters_multi/219961/A1C6UkDJudXNeTRjB33J9iJASQg.jpg,A1C6UkDJudXNeTRjB33J9iJASQg,56,4,0.0,0.0,0.0,0.1633,0.1633,0.1633,0.813,,VOCÊ NUNCA ESTÁ SOZINHO... | GRITOS DE HORROR | Focus | Filmes
222861,Terminal Virus,Terminal Virus,,primary,posters/222861.jpg,222861.jpg,171,11,0.0,0.0,0.0,0.1013,0.1013,0.1013,1.174,,JAMES BROLIN | BRYAN GENESSE | JAVILO bhulily | DATAN DENESSE | Generazione ARMA | LA VIOLENZA SOPRAVVIVENZA ERA LA LORO IL LORO UNICA UNIGO SCOPO | ZERO | DVD | INME UNIVERSITY | 
223281,The Unspeakable,The Unspeakable,1996,primary,posters/223281.jpg,223281.jpg,121,9,0.0,0.0,0.0,0.1379,0.1379,0.1379,0.547,,DAVID CHOKACHI ATHENA MASSEY | AND TIMOTHY BUSFIELD | SHADOW | OF A | SCREAM | Sometimes Your | Greatest Fear | is Your Deepest | Desire.
223281,The Unspeakable,The Unspeakable,1996,variant,posters_multi/223281/ApCMWR2jg45lZTGMjN2JIpIwePj.jpg,ApCMWR2jg45lZTGMjN2JIpIwePj,121,10,0.0,0.0,0.0,0.1552,0.1552,0.1552,0.794,,DAVID CHOKACHI ATHENA MASSEY | TIMOTHY BUSFIELD | AND | SHADOW | OF A | SCREAM | Sometimes Your | Greatest Fear | is Your Deepest | Desire.
223281,The Unspeakable,The Unspeakable,1996,variant,posters_multi/223281/k3QdOgPjhJsjbd4xjM96gGzPcxr.jpg,k3QdOgPjhJsjbd4xjM96gGzPcxr,15,1,1.0,1.0,1.0,1.0,1.0,1.0,0.569,,The Unspeakable
223344,Maxie,Maxie,1973,primary,posters/223344.jpg,223344.jpg,203,21,0.0,0.0,0.0,0.0476,0.0476,0.0476,0.945,,BU | CHERS | THE | DIRECTED BY | PAUL MICHAEL | MIEKHE | Vic Taybeck | Robert Walden | Talia Shire | ...Are Waiting For YOU! | BONUS! | MUSIC VIDEO | CANNIBAL | LESBIAN | HOE-DOWN!
223344,Maxie,Maxie,1973,variant,posters_multi/223344/b8oVCFTxDwF2m5CQwgqzdpppkIp.jpg,b8oVCFTxDwF2m5CQwgqzdpppkIp,204,21,0.0,0.0,0.0,0.0473,0.0473,0.0473,0.767,,BUT | CHERS | THE | DIRECTED BY | PAUL MICHAEL | MIEKHE | Vic Taybeck | Robert Walden | Talia Shire | ...Are Waiting For YOU! | BONUS! | MUSIC VIDEO | CANNIBAL | LESBIAN | HOE-DOWN
226023,The Men Who Fell,The Men Who Fell,2007,primary,posters/226023.jpg,226023.jpg,105,8,0.0,0.0,0.0,0.1616,0.1616,0.1616,0.654,,BAFTDED BUT OME STIELSTRA BED DARSZ SARAH HELLY STEWART | SEAME | PLANET DES | SCHRECKENS | DIE RÜCKKEHR | FSK | - | 16
226023,The Men Who Fell,The Men Who Fell,2007,variant,posters_multi/226023/qUnmfvrrmn1BFcc7KkXyzwwRrHi.jpg,qUnmfvrrmn1BFcc7KkXyzwwRrHi,139,9,0.0,0.0,0.0,0.124,0.124,0.124,0.729,,BARADEO GUY MAPHY IHE STIELSTAR HUMBERLY FARMOD BED DARSZ SARRY HELLY STEWART | VILLAVI SEAM | PLANET DES | SCHRECKENS | DIE RÜCKKEHR | FSK | ab | 16 | DVD
227433,Hong-Do Mirror,홍도경,1985,primary,posters/227433.jpg,227433.jpg,22,2,0.0,0.0,0.0,0.375,0.0,0.375,0.514,,DRAGON | AGAINST VAMPIRE
227433,Hong-Do Mirror,홍도경,1985,variant,posters_multi/227433/kOUieBvzEb10n6nFA4HjfZ6WZag.jpg,kOUieBvzEb10n6nFA4HjfZ6WZag,381,19,0.0,0.0,0.0,0.0,0.0,0.0,1.449,,IFD FILMS AND ARTS LIMITED presents e JOSEPH LAI release | co-starring | KEN GOODMAN | FRANK JUHASZ | CONNAN GARGETT | ANTONIO REAL | NICHOLAS CLARK | DRAGON | AGAINST VAMPIRE | st
227433,Hong-Do Mirror,홍도경,1985,variant,posters_multi/227433/tFyHHxAMmwA76jTb9YRQoocFRmw.jpg,tFyHHxAMmwA76jTb9YRQoocFRmw,22,2,0.0,0.0,0.0,0.375,0.0,0.375,0.743,,DRAGON | AGAINST VAMPIRE
239973,Cold Blood Canyon,Cold Blood Canyon,2007,primary,posters/239973.jpg,239973.jpg,51,3,0.0,0.0,0.0,0.1667,0.1667,0.1667,0.564,,PARANORMAL | APPARITION | REYENGE FROM BEYOND THE GRAVE
244305,The Ice House,The Ice House,1969,primary,posters/244305.jpg,244305.jpg,197,17,0.3333,0.3333,0.3333,0.1205,0.1205,0.1205,1.197,,C- PRODUCTIONS great | SABRINA | THE | DAVID and ROBERT STORY | PASSION PIT | SCOTT BRADY and | JIM DAVIS | EASTMANCOLOR | TWO MEN | BECAUSE THEY | DOOMED | LOOK ALIKE... | TWO WOM
244305,The Ice House,The Ice House,1969,variant,posters_multi/244305/tnaaNtJ6x9Es6nErSIoK9Y5izI2.jpg,tnaaNtJ6x9Es6nErSIoK9Y5izI2,201,18,0.3333,0.3333,0.3333,0.1176,0.1176,0.1176,0.936,,C-8 PRODUCTIONS present | SABRINA | THE | DAVID and ROBERT STORY | PASSION PIT | SCOTT BRADY and | JIM DAVIS | EASTMANCOLOR | TWO MEN | BECAUSE THEY | DOOMED | LOOK ALIKE... | TWO 
244305,The Ice House,The Ice House,1969,variant,posters_multi/244305/x0SzhzlHaOL0oJXo0NkXjPpF9aN.jpg,x0SzhzlHaOL0oJXo0NkXjPpF9aN,233,20,1.0,1.0,1.0,0.1078,0.1078,0.1078,0.731,,something weird video presents | SEXY FROM SHOCKERS | FRANK HENENLOTTER'S | VAULTS | THE | THE ICE HOUSE | EASTMANCOLOR | TWO MEN | DOOMED | LOOK ALIRS... | BECAUSE THEY | TWO WOME
250172,Martyris,Martyris,2010,primary,posters/250172.jpg,250172.jpg,652,16,0.0,0.0,0.0,0.0036,0.0036,0.0036,1.226,,CERULIA | UN CORTOMETRAJE DE / A SHORTFILM BY | INSTITUTO MEXICANO DE CREMATOGRAPH PRESENTA PRESENT CERULIA CERULIA | U CORTOMETRAJE DE / L SHOPT FLR BY SOFIA CARRILLO REPARTO CAST
250172,Martyris,Martyris,2010,variant,posters_multi/250172/xBJo7IqWXlStHudpHTFXlSsZG5s.jpg,xBJo7IqWXlStHudpHTFXlSsZG5s,286,15,0.0,0.0,0.0,0.0753,0.0753,0.0753,1.172,,CERULIA | CORTOMETRACE - ... | . - DE DE GARILL own DE - MOS | DEMISSION - - URAA OFFICE | VENDE | SE | - . - THE - - - - - - | - PARA ORIGINE NON - - - - GROUP | - one . PACU GETE
250788,Savage Encounter,Savage Encounter,1980,primary,posters/250788.jpg,250788.jpg,53,6,0.0,0.0,0.0,0.3,0.3,0.3,0.726,,VIDES | RONDO | DEMON LUST | Mettod FBS | on | CineMaterial.com
250788,Savage Encounter,Savage Encounter,1980,variant,posters_multi/250788/4Y2Kmg6NLLy4KX9egc5D4Zb2O5I.jpg,4Y2Kmg6NLLy4KX9egc5D4Zb2O5I,128,12,1.0,1.0,1.0,0.2542,0.2542,0.2542,0.893,,"Savage | Encounter | STARRING | JOHN PARSONSON | AND | LIEB BESTER | IF YOU LIKED | 'STRAW DOGS', YOU | ARE CERTAIN TO | ENJOY | 'SAVAGE | ENCOUNTER.'"
250788,Savage Encounter,Savage Encounter,1980,variant,posters_multi/250788/fyHhjGJkTYCIIoRFM1v0YvuW50Q.jpg,fyHhjGJkTYCIIoRFM1v0YvuW50Q,53,6,0.0,0.0,0.0,0.2667,0.2667,0.2667,0.668,,VIDES | RONDO | DEMON LUST | HELLnd VHS | on | CineMaterial.com
251526,The Mutagen,The Mutagen,1988,primary,posters/251526.jpg,251526.jpg,86,8,0.0,0.0,0.0,0.1538,0.1538,0.1538,0.777,,"Un proyveto pellgroso | jogar con In genética humano, | GENES | ASESINOS | COMI | WATER | . | - WILL"
251526,The Mutagen,The Mutagen,1988,variant,posters_multi/251526/ezpSbTs0epele0tkVKSRkhS7mco.jpg,ezpSbTs0epele0tkVKSRkhS7mco,82,7,0.0,0.0,0.0,0.1918,0.1918,0.1918,0.708,,"Un proyveto pellgroso | jugar con la genética humano, | GENES | ASESINOS | - been - | - | Make"
254701,The Mask of Love,The Mask of Love,2012,primary,posters/254701.jpg,254701.jpg,84,9,0.0,0.0,0.0,0.2069,0.2069,0.2069,0.711,,FEED | been I | 6A290 | BA | ** E77 **** | THEY KOMER AD ... KBY ... DELIK non | ... - | YASA | ....
254701,The Mask of Love,The Mask of Love,2012,variant,posters_multi/254701/laWI93XRbbI2qEnAFPETLUkNwD5.jpg,laWI93XRbbI2qEnAFPETLUkNwD5,115,11,0.25,0.25,0.25,0.1463,0.1463,0.1463,0.837,,1 REWO | KAKALKOK | 61729 | E77 **** | BAK 04-18 BOW .... MRA/ ***** ID NEE RON | ARM-X | .. | LEED AN THE ANDA TRWY WB | WHOE | - | ..
257275,The Night Comes Too Soon,The Night Comes Too Soon,1946,primary,posters/257275.jpg,257275.jpg,25,4,0.2,0.2,0.2,0.5854,0.5854,0.5854,0.786,,THE | GHOST | OF RASHMON | HALL
257275,The Night Comes Too Soon,The Night Comes Too Soon,1946,variant,posters_multi/257275/5cbhJNkBnonH6qJQgMDyc2qf0Eb.jpg,5cbhJNkBnonH6qJQgMDyc2qf0Eb,25,4,0.2,0.2,0.2,0.5854,0.5854,0.5854,0.708,,THE | GHOST | OF RASHMON | HALL
257275,The Night Comes Too Soon,The Night Comes Too Soon,1946,variant,posters_multi/257275/o6fjBFJ4SVonfHMcH6cZnEUhtkq.jpg,o6fjBFJ4SVonfHMcH6cZnEUhtkq,31,6,0.2,0.2,0.2,0.5455,0.5455,0.5455,1.166,,I | L | O | THE | GHOST | OF RASHMON HALL
257275,The Night Comes Too Soon,The Night Comes Too Soon,1946,variant,posters_multi/257275/rweShW7qbgcYzrCFgLMTlWoBjFp.jpg,rweShW7qbgcYzrCFgLMTlWoBjFp,25,4,0.2,0.2,0.2,0.5854,0.5854,0.5854,0.734,,THE | GHOST | OF RASHMON | HALL
258726,The Game,Il gioko,1989,primary,posters/258726.jpg,258726.jpg,35,3,0.0,0.0,0.0,0.2778,0.1111,0.2778,0.654,,SCHOOL | OF FEAR | a Lamberto Bava film
258726,The Game,Il gioko,1989,variant,posters_multi/258726/4i7VaKbVaZImYmokFSD05KQTo1v.jpg,4i7VaKbVaZImYmokFSD05KQTo1v,35,4,0.0,0.0,0.0,0.2778,0.1111,0.2778,0.711,,SCHOOL | FEAR | OF | a Lamberto Bava film
258726,The Game,Il gioko,1989,variant,posters_multi/258726/cdyvTnRAOxVbQfRtV7pT6rhzHkK.jpg,cdyvTnRAOxVbQfRtV7pT6rhzHkK,35,3,0.0,0.0,0.0,0.2778,0.1111,0.2778,0.785,,SCHOOL | OF FEAR | a Lamberto Bava film
258726,The Game,Il gioko,1989,variant,posters_multi/258726/e0p03Vy5V76xkFUCGnTTCzRm3Dy.jpg,e0p03Vy5V76xkFUCGnTTCzRm3Dy,14,3,0.0,0.0,0.0,0.3158,0.2105,0.3158,0.625,,SCHOOL | FEAR | OF
259828,Bloodless,Bloodless,2014,primary,posters/259828.jpg,259828.jpg,55,5,0.0,0.0,0.0,0.1132,0.1132,0.1132,0.896,,VAMPIRES | e - 15 | 15 | A DARK AND DISTURBING | BRITISH HORROR
259828,Bloodless,Bloodless,2014,variant,posters_multi/259828/474HmunD3keIwtapMuRdTKB2pPF.jpg,474HmunD3keIwtapMuRdTKB2pPF,86,8,0.0,0.0,0.0,0.08,0.08,0.08,0.892,,"VAMPIRES | E CANSON'S 15 6 SCHOOL OFFICE | PL | 15 | - | ""A DARK AND DISTURBING | . | BRITISH HORROR"
260824,Under Surveillance,Under Surveillance,2006,primary,posters/260824.jpg,260824.jpg,203,12,0.0,0.0,0.0,0.129,0.129,0.129,0.687,,"A Hitchcock-like Masterpiece"" | FOUR APARTMENTS | -TDO Horror Review | SEVEN RESIDENTS | ONE KILLER | FELISSA ROSE | RAINE BROWN | DARK | CHAMBER | DESIREE GOULD | INSPIRED BY THE "
260824,Under Surveillance,Under Surveillance,2006,variant,posters_multi/260824/kdgMFG1sY3oXPDoYelHCgKa8qqP.jpg,kdgMFG1sY3oXPDoYelHCgKa8qqP,203,12,0.0,0.0,0.0,0.129,0.129,0.129,0.911,,"A Nitchcock-like Masterpiece"" | FOUR APARTMENTS | -The Horror Review | SEVEN RESIDENTS | ONE KILLER | FELISSA ROSE | RAINE BROWN | DARK | CHAMBER | DESIREE GOULD | INSPIRED BY THE "
262919,Catacombs,Catacombs,1964,primary,posters/262919.jpg,262919.jpg,79,9,0.0,0.0,0.0,0.1159,0.1159,0.1159,0.637,,"""The | Woman | Who | Wouldn't | Die"" | ...WILL LIVE | FOREVER AS A | MASTERPIECE | OF SUSPENSE!"
262919,Catacombs,Catacombs,1964,variant,posters_multi/262919/4XCKGjc7prSSij4WmV5pKkmwfRe.jpg,4XCKGjc7prSSij4WmV5pKkmwfRe,79,9,0.0,0.0,0.0,0.1159,0.1159,0.1159,0.552,,"""The | Woman | Who | Wouldn't | Die"" | ...WILL LIVE | FOREVER AS A | MASTERPIECE | OF SUSPENSE!"
262919,Catacombs,Catacombs,1964,variant,posters_multi/262919/gqbuXMErRMrmRc55m35Y10WCmtZ.jpg,gqbuXMErRMrmRc55m35Y10WCmtZ,28,5,0.0,0.0,0.0,0.2,0.2,0.2,0.567,,"""The | Woman | Who | Wouldn't | Die"""
262919,Catacombs,Catacombs,1964,variant,posters_multi/262919/jaMF5hgc9U11vrbVEdFmsHA2nVJ.jpg,jaMF5hgc9U11vrbVEdFmsHA2nVJ,79,9,0.0,0.0,0.0,0.1159,0.1159,0.1159,0.59,,"""The | Woman | Who | Wouldn't | Die"" | ...WILL LIVE | FOREVER AS A | MASTERPIECE | OF SUSPENSE!"
262919,Catacombs,Catacombs,1964,variant,posters_multi/262919/yvcA2W1NatlB3EscX8ARShCnZ8J.jpg,yvcA2W1NatlB3EscX8ARShCnZ8J,320,13,0.0,0.0,0.0,0.0,0.0,0.0,1.108,,"THE STORY OF THE GIRL WHO TWICE | RETURNED FROM THE GRAVE! | ""The | Woman | Who | Wouldn't | Die"" | ...WILL LIVE | FOREVER AS A | MASTERPIECE | OF SUSPENSE! | GARY MERRILL and JANE"
265321,A Shred Of Mist,A Shred Of Mist,,primary,posters/265321.jpg,265321.jpg,240,20,0.0,0.0,0.0,0.098,0.098,0.098,1.031,,DEL CREADOR DE HASTA EL VIENTO TIENE MIEDO TEL LIBRO DE PIEDRA | BASADA EN LA OSBA DE CARLOS ENRIQUE TASOADA | MARIA | ACTO | JOSÉ ANGEL ALEJANDRO | BICHIL | FELIFI | JOAQUÍN | COS
265321,A Shred Of Mist,A Shred Of Mist,,variant,posters_multi/265321/1cy71eeNjdhbTZSVkOa24fsAHyQ.jpg,1cy71eeNjdhbTZSVkOa24fsAHyQ,351,34,0.3333,0.3333,0.3333,0.0072,0.0072,0.0072,1.485,,DEL CREADOR DE HASTA EL VIENTO TIENE MIEDO YEL LIBRO DE PIEDRA | BASADA EN LA OBRA DE CARLOS ENRIQUE TABOADA | MARÍA | ROJO | JOSÉ ÁNGEL ALEIANDRO | BICHIR | FELIPE | JOAQUÍN | COS
272100,Supernatural,Sobrenatural,1982,primary,posters/272100.jpg,272100.jpg,25,2,0.0,0.0,0.0,0.2941,0.3529,0.3529,0.48,,RETURN OF THE | POLTERGEIST
272100,Supernatural,Sobrenatural,1982,variant,posters_multi/272100/53KU5vgHQtjh5xwFqbRmDUVZYqj.jpg,53KU5vgHQtjh5xwFqbRmDUVZYqj,12,1,1.0,0.0,1.0,1.0,0.75,1.0,0.773,,SUPERNATURAL
272100,Supernatural,Sobrenatural,1982,variant,posters_multi/272100/jCMZ4RfPmZYCjdanXNxRwDCdYbi.jpg,jCMZ4RfPmZYCjdanXNxRwDCdYbi,178,9,0.0,0.0,0.0,0.1538,0.141,0.1538,1.061,,"Eigentlich sollte er tot sein... | SUPER | NATURAL | CANSTILLE* | Cristina Galbó, Máximo Valverde, Gerardo Maya | LECTM PRODUCT . Antonio Cuevas | ZEDA | ALLA N 20 Eugenio Martin |"
272100,Supernatural,Sobrenatural,1982,variant,posters_multi/272100/qKQ5i3uzBQpy9dWfx6gWV29XA48.jpg,qKQ5i3uzBQpy9dWfx6gWV29XA48,45,2,1.0,0.0,1.0,0.4706,0.3529,0.4706,0.646,,SUPERNATURAL | CRISTINA GALBO - MAXIMO VALVERDE
272100,Supernatural,Sobrenatural,1982,variant,posters_multi/272100/u56mJuKMXK9adQYv1PxZlo8r1mi.jpg,u56mJuKMXK9adQYv1PxZlo8r1mi,25,2,0.0,0.0,0.0,0.2941,0.3529,0.3529,0.926,,RETURN OF THE | POLTERGEIST
272100,Supernatural,Sobrenatural,1982,variant,posters_multi/272100/zlIocb3R6e0DwXucHNMhHEBThrS.jpg,zlIocb3R6e0DwXucHNMhHEBThrS,13,2,0.0,0.0,0.0,1.0,0.75,1.0,0.668,,SUPER | NATURAL
273418,Killer Dead,Killer Dead,1992,primary,posters/273418.jpg,273418.jpg,94,4,0.0,0.0,0.0,0.1429,0.1429,0.1429,0.806,,"NON-VEGETARIAN | ZOMBIES | FROM OUTER SPACE | They're Here, They're Hungry, And They Don't Eat Tofu."
273418,Killer Dead,Killer Dead,1992,variant,posters_multi/273418/mYuEWRvrxGKHGPzdxXY00rGRJHC.jpg,mYuEWRvrxGKHGPzdxXY00rGRJHC,94,4,0.0,0.0,0.0,0.1429,0.1429,0.1429,0.63,,"NON-VEGETARIAN | ZOMBIES | FROM OUTER SPACE | They're Here, They're Hungry, And They Don't Eat Tofu."
273946,Hostage,Hostage,2013,primary,posters/273946.jpg,273946.jpg,222,10,0.0,0.0,0.0,0.0773,0.0773,0.0773,1.166,,ENTITY | DIRECTOR'S CUT | HOLT BOGGS | NICK MANCUSO | PETUR DE KEEP MOVE ORD ENTRY SAL E ANCER FEEL ES MUVIUM | ART FLA ASSOC ESPOR NUAL DEL TERO MATTER ISSUE | - MORE - - - BALANC
