id,title,year,decade,model,model_id,status,latency_s,title_guess,typography,typography_notes,mood,caption_essay,lite_risk,notes,raw_text,error
114007,Fangs of the Cobra,1977,1970,nova-pro,us.amazon.nova-pro-v1:0,ok,1.52,Fangs of the Cobra,block,"Large, bold yellow letters dominate the poster.",terrifying|mysterious|eerie|suspenseful,A vintage horror movie poster with a snake and terrified faces.,ok,Title inferred from English text on poster.,"{
  ""title_guess"": ""Fangs of the Cobra"",
  ""typography"": ""block"",
  ""typography_notes"": ""Large, bold yellow letters dominate the poster."",
  ""mood"": [""terrifying"", ""mysterious"", ""eerie"", ""suspenseful""],
  ""caption_essay"": ""A vintage horror movie poster with a snake and terrified faces."",
  ""lite_risk"": ""ok"",
  ""notes"": ""Title inferred from English text on poster.""
}",
125294,Rough Draft,1998,1990,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,3.694,diary of a serial killer,mixed,Lowercase sans-serif title contrasts with bold red serif lettering for 'serial killer' and handwritten-style text overlay.,psychological|menacing|intimate|disturbing|voyeuristic,"Extreme close-up of predatory eyes dominates this poster, while a handwritten diary excerpt and blood drip create false intimacy with a killer's perspective, blurring viewer complicity.",ok,"Poster uses effective psychological horror techniques: eye contact, personal diary framing, and blood imagery to create discomfort.","```json
{
  ""title_guess"": ""diary of a serial killer"",
  ""typography"": ""mixed"",
  ""typography_notes"": ""Lowercase sans-serif title contrasts with bold red serif lettering for 'serial killer' and handwritten-style text overlay."",
  ""mood"": [""psychological"", ""menacing"", ""intimate"", ""disturbing"", ""voyeuristic""],
  ""caption_essay"": ""Extreme close-up of predatory eyes dominates this poster, while a handwritten diary excerpt and blood drip create false intimacy with a killer's perspective, blurring viewer complicity."",
  ""lite_risk"": ""ok"",
  ""notes"": ""Poster uses effective psychological horror techniques: eye contact, personal diary framing, and blood imagery to create discomfort.""
}
```",
4232,Scream,1996,1990,nova-pro,us.amazon.nova-pro-v1:0,ok,1.58,Scream,block,"Bold, uppercase letters dominate the poster.",tense|mysterious|eerie|dramatic,A close-up of a woman's face with a hand over her mouth.,ok,Poster likely for a horror movie.,"{
  ""title_guess"": ""Scream"",
  ""typography"": ""block"",
  ""typography_notes"": ""Bold, uppercase letters dominate the poster."",
  ""mood"": [""tense"", ""mysterious"", ""eerie"", ""dramatic""],
  ""caption_essay"": ""A close-up of a woman's face with a hand over her mouth."",
  ""lite_risk"": ""ok"",
  ""notes"": ""Poster likely for a horror movie.""
}",
114007,Fangs of the Cobra,1977,1970,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,3.04,鼠人,mixed,Bold yellow block letters contrast with smaller red and white script text in traditional Chinese characters.,horror|vintage|creature-feature|pulp|sinister,"A classic Hong Kong horror poster featuring grotesque creature imagery and bold yellow typography against a green background, exemplifying mid-century Asian B-movie aesthetics with sensational creature-horror appeal.",ok,Chinese title appears to be 鼠人 (Rat Man). Poster shows typical 1950s-60s horror film marketing with exaggerated creature imagery and vibrant color scheme.,"```json
{
  ""title_guess"": ""鼠人"",
  ""typography"": ""mixed"",
  ""typography_notes"": ""Bold yellow block letters contrast with smaller red and white script text in traditional Chinese characters."",
  ""mood"": [""horror"", ""vintage"", ""creature-feature"", ""pulp"", ""sinister""],
  ""caption_essay"": ""A classic Hong Kong horror poster featuring grotesque creature imagery and bold yellow typography against a green background, exemplifying mid-century Asian B-movie aesthetics with sensational creature-horror appeal."",
  ""lite_risk"": ""ok"",
  ""notes"": ""Chinese title appears to be 鼠人 (Rat Man). Poster shows typical 1950s-60s horror film marketing with exaggerated creature imagery and vibrant color scheme.""
}
```",
20650,The Sealed Room,1909,1900,nova-pro,us.amazon.nova-pro-v1:0,ok,1.629,The Sealed Room,block,"Simple, bold, uppercase letters",mysterious|eerie|silent|vintage,Vintage black and white horror movie poster with a mysterious atmosphere.,ok,Poster is clear and unambiguous,"{
  ""title_guess"": ""The Sealed Room"",
  ""typography"": ""block"",
  ""typography_notes"": ""Simple, bold, uppercase letters"",
  ""mood"": [""mysterious"", ""eerie"", ""silent"", ""vintage""],
  ""caption_essay"": ""Vintage black and white horror movie poster with a mysterious atmosphere."",
  ""lite_risk"": ""ok"",
  ""notes"": ""Poster is clear and unambiguous""
}",
4232,Scream,1996,1990,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,2.567,SCREAM,block,"Bold, all-caps sans-serif lettering with a jagged slash through the final letter suggesting violence.",terror|suspense|shock|psychological dread|iconic horror,"A stark black-and-white close-up of wide, terrified blue eyes and an open mouth conveys primal fear. The minimalist design and bold typography establish this as a landmark horror film poster.",ok,"Classic 1996 Scream poster; high contrast, recognizable imagery, clear title treatment.","```json
{
  ""title_guess"": ""SCREAM"",
  ""typography"": ""block"",
  ""typography_notes"": ""Bold, all-caps sans-serif lettering with a jagged slash through the final letter suggesting violence."",
  ""mood"": [""terror"", ""suspense"", ""shock"", ""psychological dread"", ""iconic horror""],
  ""caption_essay"": ""A stark black-and-white close-up of wide, terrified blue eyes and an open mouth conveys primal fear. The minimalist design and bold typography establish this as a landmark horror film poster."",
  ""lite_risk"": ""ok"",
  ""notes"": ""Classic 1996 Scream poster; high contrast, recognizable imagery, clear title treatment.""
}
```",
114013,Crash!,1976,1970,nova-pro,us.amazon.nova-pro-v1:0,ok,1.399,Crash!,block,"Large, bold, and blocky letters dominate the title.",chaotic|intense|destructive|dramatic,A chaotic scene of car crashes and flames dominates the poster.,ok,The title is clear and matches the chaotic theme.,"{
  ""title_guess"": ""Crash!"",
  ""typography"": ""block"",
  ""typography_notes"": ""Large, bold, and blocky letters dominate the title."",
  ""mood"": [""chaotic"", ""intense"", ""destructive"", ""dramatic""],
  ""caption_essay"": ""A chaotic scene of car crashes and flames dominates the poster."",
  ""lite_risk"": ""ok"",
  ""notes"": ""The title is clear and matches the chaotic theme.""
}",
20650,The Sealed Room,1909,1900,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,2.615,THE SEALED ROOM,ornate,"Serif capitals with elegant, classical spacing and proportions.",mysterious|claustrophobic|noir|unsettling|vintage,"A woman clutches flowers in a dimly lit, confined space—the sealed room becomes a prison of shadow and silence, evoking psychological dread through minimalist composition.",ok,Classic horror imagery with clear title legibility. Black-and-white cinematography suggests early cinema era.,"```json
{
  ""title_guess"": ""THE SEALED ROOM"",
  ""typography"": ""ornate"",
  ""typography_notes"": ""Serif capitals with elegant, classical spacing and proportions."",
  ""mood"": [""mysterious"", ""claustrophobic"", ""noir"", ""unsettling"", ""vintage""],
  ""caption_essay"": ""A woman clutches flowers in a dimly lit, confined space—the sealed room becomes a prison of shadow and silence, evoking psychological dread through minimalist composition."",
  ""lite_risk"": ""ok"",
  ""notes"": ""Classic horror imagery with clear title legibility. Black-and-white cinematography suggests early cinema era.""
}
```",
114013,Crash!,1976,1970,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,2.638,CRASH!,block,"Bold, chunky block letters with white outline and shadow effect for maximum impact.",explosive|chaotic|action-packed|retro|campy,"A vintage action poster explodes with vehicular mayhem and pyrotechnics, featuring colliding cars, flames, and panicked civilians amid urban destruction rendered in classic exploitation cinema style.",ok,"This is an action/exploitation film poster, not horror. Title and visual elements clearly legible. Retro aesthetic suggests 1970s-80s era.","```json
{
  ""title_guess"": ""CRASH!"",
  ""typography"": ""block"",
  ""typography_notes"": ""Bold, chunky block letters with white outline and shadow effect for maximum impact."",
  ""mood"": [""explosive"", ""chaotic"", ""action-packed"", ""retro"", ""campy""],
  ""caption_essay"": ""A vintage action poster explodes with vehicular mayhem and pyrotechnics, featuring colliding cars, flames, and panicked civilians amid urban destruction rendered in classic exploitation cinema style."",
  ""lite_risk"": ""ok"",
  ""notes"": ""This is an action/exploitation film poster, not horror. Title and visual elements clearly legible. Retro aesthetic suggests 1970s-80s era.""
}
```",
43613,The Soul of a Monster,1944,1940,nova-pro,us.amazon.nova-pro-v1:0,ok,1.736,The Soul of a Monster,block,"Bold, capital letters for dramatic effect",sinister|mysterious|tense|classic,Vintage horror poster with two men in formal attire.,ok,Poster is clear and unambiguous,"{
  ""title_guess"": ""The Soul of a Monster"",
  ""typography"": ""block"",
  ""typography_notes"": ""Bold, capital letters for dramatic effect"",
  ""mood"": [""sinister"", ""mysterious"", ""tense"", ""classic""],
  ""caption_essay"": ""Vintage horror poster with two men in formal attire."",
  ""lite_risk"": ""ok"",
  ""notes"": ""Poster is clear and unambiguous""
}",
43613,The Soul of a Monster,1944,1940,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,2.816,The Soul of a Monster,mixed,Red script title contrasts with white block lettering for the subtitle against a blue background.,noir|supernatural|sinister|vintage|psychological,"A classic horror poster featuring two men in formal attire against an eerie blue backdrop with a UFO-like object, blending film noir aesthetics with science fiction dread.",ok,Appears to be a 1940s-era horror/sci-fi film. Typography and color scheme are clearly legible and period-appropriate.,"```json
{
  ""title_guess"": ""The Soul of a Monster"",
  ""typography"": ""mixed"",
  ""typography_notes"": ""Red script title contrasts with white block lettering for the subtitle against a blue background."",
  ""mood"": [""noir"", ""supernatural"", ""sinister"", ""vintage"", ""psychological""],
  ""caption_essay"": ""A classic horror poster featuring two men in formal attire against an eerie blue backdrop with a UFO-like object, blending film noir aesthetics with science fiction dread."",
  ""lite_risk"": ""ok"",
  ""notes"": ""Appears to be a 1940s-era horror/sci-fi film. Typography and color scheme are clearly legible and period-appropriate.""
}
```",
29409,22 Weeks,2009,2000,nova-pro,us.amazon.nova-pro-v1:0,ok,1.714,22 Weeks,block,"Bold, block letters for the title",intense|serious|dramatic|somber,A dramatic poster for a film about a true story.,ok,Poster features a woman with a serious expression.,"{
  ""title_guess"": ""22 Weeks"",
  ""typography"": ""block"",
  ""typography_notes"": ""Bold, block letters for the title"",
  ""mood"": [""intense"", ""serious"", ""dramatic"", ""somber""],
  ""caption_essay"": ""A dramatic poster for a film about a true story."",
  ""lite_risk"": ""ok"",
  ""notes"": ""Poster features a woman with a serious expression.""
}",
931,Don't Look Now,1973,1970,nova-pro,us.amazon.nova-pro-v1:0,ok,1.758,Don't Look Now,block,"Bold, uppercase letters on a red background",eerie|mysterious|tense|foreboding,A vintage horror poster with a blood-spattered frame and ominous text.,ok,Poster likely from the 1970s based on style and typography,"{
  ""title_guess"": ""Don't Look Now"",
  ""typography"": ""block"",
  ""typography_notes"": ""Bold, uppercase letters on a red background"",
  ""mood"": [""eerie"", ""mysterious"", ""tense"", ""foreboding""],
  ""caption_essay"": ""A vintage horror poster with a blood-spattered frame and ominous text."",
  ""lite_risk"": ""ok"",
  ""notes"": ""Poster likely from the 1970s based on style and typography""
}",
29409,22 Weeks,2009,2000,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,3.079,22 weeks,mixed,Bold sans-serif title contrasts with smaller serif body text and festival laurels.,disturbing|intimate|raw|psychological|tragic,"A haunting portrait of a young woman stares directly at the viewer, her hollow eyes and bruised appearance suggesting trauma. The stark tagline 'What would you do?' poses an ethical dilemma rooted in a true story.",ok,Appears to be indie/arthouse drama rather than horror; multiple festival laurels indicate legitimate film festival circulation.,"```json
{
  ""title_guess"": ""22 weeks"",
  ""typography"": ""mixed"",
  ""typography_notes"": ""Bold sans-serif title contrasts with smaller serif body text and festival laurels."",
  ""mood"": [""disturbing"", ""intimate"", ""raw"", ""psychological"", ""tragic""],
  ""caption_essay"": ""A haunting portrait of a young woman stares directly at the viewer, her hollow eyes and bruised appearance suggesting trauma. The stark tagline 'What would you do?' poses an ethical dilemma rooted in a true story."",
  ""lite_risk"": ""ok"",
  ""notes"": ""Appears to be indie/arthouse drama rather than horror; multiple festival laurels indicate legitimate film festival circulation.""
}
```",
40804,Gorgo,1961,1960,nova-pro,us.amazon.nova-pro-v1:0,ok,1.469,GORGO,block,"Large, bold, red block letters dominate the poster.",tense|chaotic|menacing|dramatic,A giant monster attacks a city with military resistance.,ok,Poster effectively conveys a sense of danger and chaos.,"{
  ""title_guess"": ""GORGO"",
  ""typography"": ""block"",
  ""typography_notes"": ""Large, bold, red block letters dominate the poster."",
  ""mood"": [""tense"", ""chaotic"", ""menacing"", ""dramatic""],
  ""caption_essay"": ""A giant monster attacks a city with military resistance."",
  ""lite_risk"": ""ok"",
  ""notes"": ""Poster effectively conveys a sense of danger and chaos.""
}",
931,Don't Look Now,1973,1970,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,3.265,Don't Look Now,block,"Bold, all-caps sans-serif lettering in white against the red shape creates stark, high-contrast readability.",suspenseful|mysterious|psychological|unsettling|vintage,A ornate golden frame holds a sepia-toned photograph of two figures while a crimson silhouette below warns 'Don't Look Now'—a masterclass in psychological horror poster design that weaponizes curiosity against the viewer.,ok,Classic 1970s horror aesthetic. The red shape and framed photograph create visual tension. Typography is functional and period-appropriate.,"```json
{
  ""title_guess"": ""Don't Look Now"",
  ""typography"": ""block"",
  ""typography_notes"": ""Bold, all-caps sans-serif lettering in white against the red shape creates stark, high-contrast readability."",
  ""mood"": [""suspenseful"", ""mysterious"", ""psychological"", ""unsettling"", ""vintage""],
  ""caption_essay"": ""A ornate golden frame holds a sepia-toned photograph of two figures while a crimson silhouette below warns 'Don't Look Now'—a masterclass in psychological horror poster design that weaponizes curiosity against the viewer."",
  ""lite_risk"": ""ok"",
  ""notes"": ""Classic 1970s horror aesthetic. The red shape and framed photograph create visual tension. Typography is functional and period-appropriate.""
}
```",
42462,Daughter of the Mind,1969,1960,nova-pro,us.amazon.nova-pro-v1:0,ok,1.452,Daughter of the Mind,block,Red block letters on black background,dark|mysterious|sinister|tense,"A horror movie poster with a dark, ominous atmosphere.",ok,Poster likely for a horror film based on title and imagery.,"{
  ""title_guess"": ""Daughter of the Mind"",
  ""typography"": ""block"",
  ""typography_notes"": ""Red block letters on black background"",
  ""mood"": [""dark"", ""mysterious"", ""sinister"", ""tense""],
  ""caption_essay"": ""A horror movie poster with a dark, ominous atmosphere."",
  ""lite_risk"": ""ok"",
  ""notes"": ""Poster likely for a horror film based on title and imagery.""
}",
40804,Gorgo,1961,1960,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,3.327,GORGO,block,"Bold, chunky sans-serif lettering with a red gradient fill and thick outline.",apocalyptic|destructive|retro-sci-fi|urban chaos|monster terror,"A colossal creature wreaks havoc on London's iconic landmarks while military forces and civilians scramble below, rendered in classic 1950s monster-movie aesthetic with fiery destruction and aerial bombardment.",ok,Appears to be vintage poster art for the 1961 film Gorgo; composition and color palette consistent with Toho-influenced kaiju cinema.,"```json
{
  ""title_guess"": ""GORGO"",
  ""typography"": ""block"",
  ""typography_notes"": ""Bold, chunky sans-serif lettering with a red gradient fill and thick outline."",
  ""mood"": [""apocalyptic"", ""destructive"", ""retro-sci-fi"", ""urban chaos"", ""monster terror""],
  ""caption_essay"": ""A colossal creature wreaks havoc on London's iconic landmarks while military forces and civilians scramble below, rendered in classic 1950s monster-movie aesthetic with fiery destruction and aerial bombardment."",
  ""lite_risk"": ""ok"",
  ""notes"": ""Appears to be vintage poster art for the 1961 film Gorgo; composition and color palette consistent with Toho-influenced kaiju cinema.""
}
```",
42462,Daughter of the Mind,1969,1960,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,2.26,DAUGHTER OF THE MIND,block,"Bold, heavy block letters with irregular edges create an unsettling, crude aesthetic.",psychological|eerie|sinister|vintage|unsettling,"A stark horror poster featuring bold red typography against black, with two shadowy figures emerging from darkness—suggesting psychological terror and supernatural dread.",ok,"Classic TV movie aesthetic, likely 1970s. Clear legibility and straightforward design.","```json
{
  ""title_guess"": ""DAUGHTER OF THE MIND"",
  ""typography"": ""block"",
  ""typography_notes"": ""Bold, heavy block letters with irregular edges create an unsettling, crude aesthetic."",
  ""mood"": [""psychological"", ""eerie"", ""sinister"", ""vintage"", ""unsettling""],
  ""caption_essay"": ""A stark horror poster featuring bold red typography against black, with two shadowy figures emerging from darkness—suggesting psychological terror and supernatural dread."",
  ""lite_risk"": ""ok"",
  ""notes"": ""Classic TV movie aesthetic, likely 1970s. Clear legibility and straightforward design.""
}
```",
125129,Shocking Asia II: The Last Taboos,1985,1980,nova-pro,us.amazon.nova-pro-v1:0,ok,1.604,Shocking Asia II: The Last Taboos,block,Yellow and white block letters dominate the poster.,shocking|taboo|controversial|provocative|dark,A provocative horror movie poster featuring a tattooed woman.,ok,Poster content is explicit and may be offensive to some viewers.,"{
  ""title_guess"": ""Shocking Asia II: The Last Taboos"",
  ""typography"": ""block"",
  ""typography_notes"": ""Yellow and white block letters dominate the poster."",
  ""mood"": [""shocking"", ""taboo"", ""controversial"", ""provocative"", ""dark""],
  ""caption_essay"": ""A provocative horror movie poster featuring a tattooed woman."",
  ""lite_risk"": ""ok"",
  ""notes"": ""Poster content is explicit and may be offensive to some viewers.""
}",
6488,Arachnophobia,1990,1990,nova-pro,us.amazon.nova-pro-v1:0,ok,1.497,Arachnophobia,block,"Large, bold, and centered text",creepy|tense|mysterious|dark,"A spider hangs from a web against a full moon, evoking fear.",ok,Poster effectively conveys the horror theme with its imagery.,"{
  ""title_guess"": ""Arachnophobia"",
  ""typography"": ""block"",
  ""typography_notes"": ""Large, bold, and centered text"",
  ""mood"": [""creepy"", ""tense"", ""mysterious"", ""dark""],
  ""caption_essay"": ""A spider hangs from a web against a full moon, evoking fear."",
  ""lite_risk"": ""ok"",
  ""notes"": ""Poster effectively conveys the horror theme with its imagery.""
}",
226884,The Pit and the Pendulum,1913,1910,nova-pro,us.amazon.nova-pro-v1:0,ok,1.402,The Pit and the Pendulum,block,"Bold, uppercase letters dominate the title",dark|gothic|tense|mysterious|eerie,A haunting black and white image evokes a sense of dread.,ok,Poster likely for a horror or thriller film.,"{
  ""title_guess"": ""The Pit and the Pendulum"",
  ""typography"": ""block"",
  ""typography_notes"": ""Bold, uppercase letters dominate the title"",
  ""mood"": [""dark"", ""gothic"", ""tense"", ""mysterious"", ""eerie""],
  ""caption_essay"": ""A haunting black and white image evokes a sense of dread."",
  ""lite_risk"": ""ok"",
  ""notes"": ""Poster likely for a horror or thriller film.""
}",
125129,Shocking Asia II: The Last Taboos,1985,1980,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,3.819,古靈精怪東南亞II之東南亞奇蹟,mixed,Bold yellow sans-serif title contrasts with smaller traditional Chinese characters and English subtitle text.,horror|supernatural|exotic|unsettling|B-movie,"A lurid Southeast Asian horror sequel promises shocking creature encounters, blending pulp sensationalism with regional folklore through garish typography and grotesque imagery.",ok,Appears to be a 1990s Hong Kong video distribution poster; text legible and translatable; imagery consistent with exploitation horror genre.,"```json
{
  ""title_guess"": ""古靈精怪東南亞II之東南亞奇蹟"",
  ""typography"": ""mixed"",
  ""typography_notes"": ""Bold yellow sans-serif title contrasts with smaller traditional Chinese characters and English subtitle text."",
  ""mood"": [""horror"", ""supernatural"", ""exotic"", ""unsettling"", ""B-movie""],
  ""caption_essay"": ""A lurid Southeast Asian horror sequel promises shocking creature encounters, blending pulp sensationalism with regional folklore through garish typography and grotesque imagery."",
  ""lite_risk"": ""ok"",
  ""notes"": ""Appears to be a 1990s Hong Kong video distribution poster; text legible and translatable; imagery consistent with exploitation horror genre.""
}
```",
6488,Arachnophobia,1990,1990,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,2.844,ARACHNOPHOBIA,mixed,Golden serif capitals with subtle glow effect against dark sky backdrop.,eerie|supernatural|ominous|nocturnal|unsettling,"A silhouetted spider hangs before a luminous moon framed by gnarled trees, casting an ominous glow over a sleeping suburban landscape—a classic setup for arachnid terror.",ok,Classic 90s horror aesthetic; clear title legibility; spider imagery directly supports theme.,"```json
{
  ""title_guess"": ""ARACHNOPHOBIA"",
  ""typography"": ""mixed"",
  ""typography_notes"": ""Golden serif capitals with subtle glow effect against dark sky backdrop."",
  ""mood"": [""eerie"", ""supernatural"", ""ominous"", ""nocturnal"", ""unsettling""],
  ""caption_essay"": ""A silhouetted spider hangs before a luminous moon framed by gnarled trees, casting an ominous glow over a sleeping suburban landscape—a classic setup for arachnid terror."",
  ""lite_risk"": ""ok"",
  ""notes"": ""Classic 90s horror aesthetic; clear title legibility; spider imagery directly supports theme.""
}
```",
14605,The Ghost Breakers,1940,1940,nova-pro,us.amazon.nova-pro-v1:0,ok,2.039,The Ghost Breakers,block,"Large, bold, block letters for the title.",vintage|romantic|mysterious|classic,Vintage poster features a smiling couple under a cloudy sky.,ok,Poster likely from the 1940s based on style and clothing.,"{
  ""title_guess"": ""The Ghost Breakers"",
  ""typography"": ""block"",
  ""typography_notes"": ""Large, bold, block letters for the title."",
  ""mood"": [""vintage"", ""romantic"", ""mysterious"", ""classic""],
  ""caption_essay"": ""Vintage poster features a smiling couple under a cloudy sky."",
  ""lite_risk"": ""ok"",
  ""notes"": ""Poster likely from the 1940s based on style and clothing.""
}",
226884,The Pit and the Pendulum,1913,1910,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,2.63,THE PIT AND THE PENDULUM,minimal,"Elegant serif capitals in restrained, classical arrangement with generous spacing.",gothic|suspenseful|claustrophobic|ominous|psychological,"A silhouetted figure gazes through a barred window toward distant light, embodying Poe's tale of imprisonment and dread. The 1913 date anchors this as an early cinema adaptation of literary horror.",ok,Author Alice Guy credited; authentic period poster design with strong visual composition.,"```json
{
  ""title_guess"": ""THE PIT AND THE PENDULUM"",
  ""typography"": ""minimal"",
  ""typography_notes"": ""Elegant serif capitals in restrained, classical arrangement with generous spacing."",
  ""mood"": [""gothic"", ""suspenseful"", ""claustrophobic"", ""ominous"", ""psychological""],
  ""caption_essay"": ""A silhouetted figure gazes through a barred window toward distant light, embodying Poe's tale of imprisonment and dread. The 1913 date anchors this as an early cinema adaptation of literary horror."",
  ""lite_risk"": ""ok"",
  ""notes"": ""Author Alice Guy credited; authentic period poster design with strong visual composition.""
}
```",
14605,The Ghost Breakers,1940,1940,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,2.831,THE GHOST BREAKERS,ornate,Golden serif lettering with decorative shadow effects and dimensional styling typical of 1940s film posters.,vintage|comedic|supernatural|nostalgic|light-hearted,"A classic 1940s comedy-horror poster featuring two stars in close embrace against a cloudy sky backdrop, promising supernatural thrills with a comedic touch.",ok,"This is a legitimate classic film poster from 1940, not a horror film in the modern sense but rather a comedy-adventure with ghost elements.","```json
{
  ""title_guess"": ""THE GHOST BREAKERS"",
  ""typography"": ""ornate"",
  ""typography_notes"": ""Golden serif lettering with decorative shadow effects and dimensional styling typical of 1940s film posters."",
  ""mood"": [""vintage"", ""comedic"", ""supernatural"", ""nostalgic"", ""light-hearted""],
  ""caption_essay"": ""A classic 1940s comedy-horror poster featuring two stars in close embrace against a cloudy sky backdrop, promising supernatural thrills with a comedic touch."",
  ""lite_risk"": ""ok"",
  ""notes"": ""This is a legitimate classic film poster from 1940, not a horror film in the modern sense but rather a comedy-adventure with ghost elements.""
}
```",
34104,The Cursed,2010,2010,nova-pro,us.amazon.nova-pro-v1:0,ok,1.962,The Cursed,ornate,Flame-like letters evoke a supernatural theme.,terrifying|supernatural|dark|mysterious|intense,Poster for horror film 'The Cursed' with fiery visuals.,ok,Poster design effectively conveys the horror genre.,"{
  ""title_guess"": ""The Cursed"",
  ""typography"": ""ornate"",
  ""typography_notes"": ""Flame-like letters evoke a supernatural theme."",
  ""mood"": [""terrifying"", ""supernatural"", ""dark"", ""mysterious"", ""intense""],
  ""caption_essay"": ""Poster for horror film 'The Cursed' with fiery visuals."",
  ""lite_risk"": ""ok"",
  ""notes"": ""Poster design effectively conveys the horror genre.""
}",
1090184,The Haunting of Malaga Inn,2020,2020,nova-pro,us.amazon.nova-pro-v1:0,ok,1.43,The Haunting of the Malaga Inn,block,Red block letters for the title,eerie|mysterious|dark|tense,"A dark, eerie poster for a horror movie featuring a haunted house.",ok,Poster is clear and title is legible.,"{
  ""title_guess"": ""The Haunting of the Malaga Inn"",
  ""typography"": ""block"",
  ""typography_notes"": ""Red block letters for the title"",
  ""mood"": [""eerie"", ""mysterious"", ""dark"", ""tense""],
  ""caption_essay"": ""A dark, eerie poster for a horror movie featuring a haunted house."",
  ""lite_risk"": ""ok"",
  ""notes"": ""Poster is clear and title is legible.""
}",
34104,The Cursed,2010,2010,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,2.613,THE CURSED,block,"Bold, metallic block letters with embossed 3D effect integrated into the fiery background.",apocalyptic|demonic|intense|supernatural|destructive,"Infernal flames consume a grotesque face in this horror poster, promising supernatural terror and damnation. The fiery composition and anguished visage suggest dark forces and inevitable doom.",ok,Cast names visible at top; production credits at bottom. High-contrast orange/red color palette dominates composition.,"```json
{
  ""title_guess"": ""THE CURSED"",
  ""typography"": ""block"",
  ""typography_notes"": ""Bold, metallic block letters with embossed 3D effect integrated into the fiery background."",
  ""mood"": [""apocalyptic"", ""demonic"", ""intense"", ""supernatural"", ""destructive""],
  ""caption_essay"": ""Infernal flames consume a grotesque face in this horror poster, promising supernatural terror and damnation. The fiery composition and anguished visage suggest dark forces and inevitable doom."",
  ""lite_risk"": ""ok"",
  ""notes"": ""Cast names visible at top; production credits at bottom. High-contrast orange/red color palette dominates composition.""
}
```",
1701739,William and Mary,1968,1960,nova-pro,us.amazon.nova-pro-v1:0,ok,1.816,LATE NIGHT HORROR,block,"Bold, uppercase block letters dominate the title.",eerie|mysterious|classic|retro|tense,"Vintage horror movie poster with a dark, ominous atmosphere.",ok,Poster design is straightforward and effective.,"{
  ""title_guess"": ""LATE NIGHT HORROR"",
  ""typography"": ""block"",
  ""typography_notes"": ""Bold, uppercase block letters dominate the title."",
  ""mood"": [""eerie"", ""mysterious"", ""classic"", ""retro"", ""tense""],
  ""caption_essay"": ""Vintage horror movie poster with a dark, ominous atmosphere."",
  ""lite_risk"": ""ok"",
  ""notes"": ""Poster design is straightforward and effective.""
}",
1090184,The Haunting of Malaga Inn,2020,2020,claude-haiku,us.anthropic.claude-haiku-4-5-20251001-v1:0,ok,3.009,THE HAUNTING OF THE MALAGA INN,block,"Bold, all-caps sans-serif lettering in red creates stark, direct impact against dark background.",eerie|supernatural|melancholic|ominous|isolated,"A silhouetted figure stands before a luminous doorway in an abandoned Victorian mansion, embodying classic haunted house imagery. The composition merges architectural decay with spectral presence, suggesting psychological dread.",ok,"Clear title legibility, coherent visual hierarchy, standard horror genre conventions well-executed.","```json
{
  ""title_guess"": ""THE HAUNTING OF THE MALAGA INN"",
  ""typography"": ""block"",
  ""typography_notes"": ""Bold, all-caps sans-serif lettering in red creates stark, direct impact against dark background."",
  ""mood"": [""eerie"", ""supernatural"", ""melancholic"", ""ominous"", ""isolated""],
  ""caption_essay"": ""A silhouetted figure stands before a luminous doorway in an abandoned Victorian mansion, embodying classic haunted house imagery. The composition merges architectural decay with spectral presence, suggesting psychological dread."",
  ""lite_risk"": ""ok"",
  ""notes"": ""Clear title legibility, coherent visual hierarchy, standard horror genre conventions well-executed.""
}
```",
190246,Dead Man's Lake,2012,2010,nova-pro,us.amazon.nova-pro-v1:0,ok,1.471,Dead Man's Lake,block,"Bold, block letters for the title.",terrifying|gory|suspenseful|dark,A horror movie poster featuring a monstrous creature and terrified campers.,ok,Poster accurately represents a horror film with a clear title and mood.,"{
  ""title_guess"": ""Dead Man's Lake"",
  ""typography"": ""block"",
  ""typography_notes"": ""Bold, block letters for the title."",
  ""mood"": [""terrifying"", ""gory"", ""suspenseful"", ""dark""],
  ""caption_essay"": ""A horror movie poster featuring a monstrous creature and terrified campers."",
  ""lite_risk"": ""ok"",
  ""notes"": ""Poster accurately represents a horror film with a clear title and mood.""
}",
