id,title,original_title,year,original_language,ocr_lang,ocr_chars,overlap_max,overlap_max_local,model,model_id,status,verdict,confidence,poster_title_guess,reason,latency_s,error
74289,Samurai Reincarnation,魔界転生,1981,ja,tl,12,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,MAKAI TENSO,"The title 'MAKAI TENSO' matches the original Japanese title 魔界転生, and the imagery aligns with the film's themes.",1.651,
74576,Tokyo: The Last Megalopolis,帝都物語,1988,ja,ro,131,0.25,0.25,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,帝都物語,The poster displays the original Japanese title 帝都物語 and features iconic imagery consistent with the film's apocalyptic themes.,1.459,
74646,Nightmare Beach,Nightmare Beach,1989,en,en,19,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,Nightmare Beach,"The poster clearly displays the title 'Nightmare Beach' in large, stylized text, matching the catalog entry.",1.969,
74650,Fantasmi,Fantasmi,2014,it,it,176,0.0,0.0,nova-pro,us.amazon.nova-pro-v1:0,ok,mismatch,0.9,Paranormal Stories,"The poster clearly shows the title 'Paranormal Stories', which does not match the catalog film 'Fantasmi'.",1.392,
74807,Cubbyhouse,Cubbyhouse,2001,en,de,12,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,CUBBY HOUSE,"The poster clearly displays the title 'CUBBY HOUSE' in large, stylized text, matching the catalog entry.",1.179,
75038,Holla,Holla,2006,en,en,27,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,HOLLA,The poster displays the exact title 'HOLLA' and matches the expected horror theme.,1.852,
75064,Muni 2: Kanchana,முனி 2: காஞ்சனா,2011,ta,it,4,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,KANCHANA,The poster displays the title 'KANCHANA' and features iconic horror imagery consistent with the film Muni 2: Kanchana.,1.826,
75220,Deus Irae,Deus Irae,2010,es,ro,24,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,Deus Irae,The poster prominently displays the title 'Deus Irae' and features a creature that aligns with the film's horror theme.,2.471,
75317,D@bbe,Dabbe,2006,tr,fr,247,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,D@bbe,"The poster displays the exact title 'D@bbe' matching the catalog entry, with matching visual style and branding.",2.183,
75318,Hood of the Living Dead,Hood of the Living Dead,2005,tr,et,20,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,HOOD OF THE LIVING DEAD,The poster displays the exact title 'HOOD OF THE LIVING DEAD' and features iconic zombie imagery consistent with the film's theme.,0.873,
75419,Fangs,Fangs,2002,en,en,64,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,FANGS,The poster displays the exact title 'FANGS' and features vampire/bat imagery consistent with the film's theme.,2.023,
76001,Tartarus,Tartarus,2010,de,de,60,0.0,0.0,nova-pro,us.amazon.nova-pro-v1:0,ok,match,0.95,Tartarus,"The title 'Tartarus' is clearly visible on the poster, matching the catalog entry.",1.683,
76214,Vlog,Vlog,2008,en,en,5,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,VLOG,"The poster features the title 'VLOG' and a stylized camera with blood, aligning with the film's title and likely thematic elements.",1.656,
76460,Dead Girl on Film,Dead Girl on Film,2000,en,en,28,0.25,0.25,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,Dead Girl on Film,The poster displays the exact title 'Dead Girl on Film' and features graphic horror imagery consistent with the film's theme.,1.408,
76617,Texas Chainsaw 3D,Texas Chainsaw 3D,2013,en,en,16,0.3333,0.3333,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,TEXAS CHAINSAW 3D,The poster displays the exact title 'TEXAS CHAINSAW 3D' and features iconic horror imagery consistent with the franchise.,2.711,
76659,Beautiful Swordswomen: Double Seppuku,美女剣士・二人切腹,1990,ja,fr,64,0.0,0.0,nova-pro,us.amazon.nova-pro-v1:0,ok,mismatch,0.95,HARAKIRI,"The poster clearly shows the title 'HARAKIRI', which does not match the catalog film 'Beautiful Swordswomen: Double Seppuku'.",2.064,
76724,Spooky Kitaro: The Great Sea Beast,ゲゲゲの鬼太郎 大海獣,1996,ja,pt,60,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,ゲゲゲの鬼太郎 大海獣,The poster displays the exact Japanese title and iconic monster imagery matching the catalog entry.,2.649,
76822,Tales of Terror from Tokyo and All Over Japan: The Movie,怪談新耳袋 劇場版,2004,ja,lv,135,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,怪談新耳袋,"The poster displays the exact Japanese title ""怪談新耳袋"" matching the catalog entry.",1.213,
76833,The Witch's Curse,Maciste all'Inferno,1962,it,en,16,0.3333,0.3333,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,THE WITCH'S CURSE,"The poster displays the exact title 'THE WITCH'S CURSE' in large, bold letters, matching the catalog entry.",1.178,
76929,The Nail Gun Massacre,The Nail Gun Massacre,1985,en,en,17,0.25,0.25,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,NAL GUN MASSACRE,The poster title matches the catalog film title exactly.,3.023,
76935,Bloodlust,Bloodlust,1992,en,en,8,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,BLOODLUST,The poster features the exact title 'BLOODLUST' and the visual style matches typical horror movie aesthetics.,2.716,
77067,DeadHeads,DeadHeads,2011,en,de,7,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,DEAD HEADS,"The poster prominently displays the title 'DEAD HEADS' in large, bold letters, matching the catalog entry.",1.652,
77068,War of the Dead,War of the Dead,2011,en,en,18,0.25,0.25,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,WAR OF THE DEAD,"The poster displays the exact title 'WAR OF THE DEAD' and features a soldier with Nazi insignia, aligning with the film's theme and branding.",2.323,
77257,Exorcismo,Exorcismo,1975,es,en,49,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,EXORCISM,The poster features the exact title 'EXORCISM' and matches the horror theme and style typical of the 1975 film 'Exorcismo'.,1.084,
77321,Daughters of Eve,Silip,1985,tl,en,4,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,SILIP,"The poster displays the exact title 'SILIP,' matching the catalog entry for 'Daughters of Eve.'",2.712,
77858,Al-Hijab,Al-Hijab,2011,en,ms,464,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,Al-Hijab,Poster displays the exact title 'Al-Hijab' and release year 2011 matching the catalog entry.,1.826,
78083,Boggy Creek,Boggy Creek,2010,en,en,11,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,BOGGY CREEK,The poster features the title 'BOGGY CREEK' and depicts a creature consistent with the film's theme.,1.491,
78169,Masterblaster,Masterblaster,1987,en,en,14,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,MASTER BLASTER,"The poster clearly displays the title 'MASTER BLASTER,' matching the catalog entry.",1.974,
78239,Full Eclipse,Full Eclipse,1993,en,en,11,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,FullEclipse,The poster clearly displays the title 'FullEclipse' matching the catalog entry.,1.181,
78253,Hell High,Hell High,1989,en,en,10,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,HELL HIGH,"The poster prominently displays the title 'HELL HIGH' in large, bold letters, matching the catalog entry.",1.016,
78302,Echap,Echap,2011,en,fr,445,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,ECHAP,"The poster displays the exact title 'ECHAP' matching the catalog entry, and the visual style and cast names align with the film's branding.",1.074,
78362,Snow Beast,Snow Beast,2011,en,en,9,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,SNOWBEAST,The poster displays the exact title 'SNOWBEAST' and features a creature consistent with the film's theme.,2.535,
78382,Pamahiin,Pamahiin,2006,tl,hr,4,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,Pamahiin,"The title 'Pamahiin' is clearly visible on the poster, matching the catalog entry.",1.597,
78411,Dark Intruder,Dark Intruder,1965,en,en,172,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,Dark Intruder,"The poster clearly displays the title 'Dark Intruder' and features the main cast members listed below, matching the catalog entry.",1.474,
78452,Bloody Beach,해변으로 가다,2000,ko,de,71,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,해변으로 가다,The poster displays the original Korean title '해변으로 가다' matching the catalog entry.,1.66,
79075,BAGMAN Profession: Meurtrier,BAGMAN Profession: Meurtrier,2004,fr,en,153,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,BAGMAN OPERATION MASSENMORD,The poster displays the exact title 'BAGMAN OPERATION MASSENMORD' matching the catalog entry's title and style.,1.434,
79278,The Scissors Massacre,口裂け女2,2008,ja,en,152,0.3333,0.3333,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,口裂け女,The poster features the iconic 'Kuchisake-onna' imagery and the Japanese title matches the catalog entry.,1.615,
79544,The Wicker Tree,The Wicker Tree,2011,en,en,14,0.3333,0.3333,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,THE WICKER TREE,"The poster displays the exact title 'The Wicker Tree' and features iconic imagery of a large wicker structure, aligning with the film's branding.",2.095,
79576,Crucible of Terror,Crucible of Terror,1971,en,da,18,0.3333,0.3333,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,CRUCIBLE OF TERROR,The poster displays the exact title 'CRUCIBLE OF TERROR' and features iconic horror imagery consistent with the film's style.,3.903,
79758,The Big Scare,La Grande Frousse,1964,fr,fr,252,0.3333,0.3333,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,LA GRANDE FROUSSE,The poster displays the exact original title 'La Grande Frousse' matching the catalog entry.,0.816,
80195,Underground,Underground,2011,es,en,368,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,UNDERGROUND,The poster displays the exact title 'UNDERGROUND' and the release year 2011 matches the catalog entry.,2.027,
80238,Ambuli,அம்புலி,2012,ta,en,6,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,அம்புலி,The poster features the Tamil title 'அம்புலி' and visual style consistent with the 2012 horror film.,1.372,
80334,Hide and Go Kill 2,ひとりかくれんぼ　劇場版,2009,ja,en,15,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,ひとりかくれんぼ 劇場版,The poster displays the exact Japanese title and features the iconic imagery associated with the film.,1.4,
80528,The Darkening,The Darkening,1995,en,en,28,0.0,0.0,nova-pro,us.amazon.nova-pro-v1:0,ok,mismatch,0.9,The Black Gate,Poster title 'The Black Gate' does not match catalog film 'The Darkening'.,1.898,
80657,The Perfect Bride,The Perfect Bride,1991,en,en,15,0.3333,0.3333,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,The Perfect Bride,"The poster displays the exact title 'The Perfect Bride' and features a couple in formal attire, aligning with typical thriller/horror aesthetics.",2.028,
81217,Szamanka,Szamanka,1996,pl,en,28,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,Szamanka,"The poster displays the title 'Szamanka' and the director's name 'Andrzej Zulawski,' matching the catalog entry.",2.551,
81431,The Shunned,The Shunned,2005,en,en,99,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,THE SHUNNED,The poster displays the exact title 'THE SHUNNED' and features a horror-themed visual style consistent with the film's genre.,2.932,
81489,Carnivorous,Carnivorous,2007,en,en,80,0.0,0.0,nova-pro,us.amazon.nova-pro-v1:0,ok,mismatch,0.9,Hell's Labyrinth,"The poster clearly shows the title 'Hell's Labyrinth', which does not match the catalog film 'Carnivorous'.",1.456,
81914,Sleepwalker,Meng you 3D,2011,en,sv,140,0.3333,0.3333,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,梦游3D,"Poster displays the Chinese title ""梦游3D"" matching the catalog's original title and includes the English title ""Sleepwalker"" with the release date 10-27.",1.515,
82143,The Last Little Red Riding Hood,Le dernier chaperon rouge,1996,fr,fr,67,0.25,0.25,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,Le dernier chaperon rouge,The poster displays the exact original French title and features iconic red hood imagery.,1.759,
82161,The Park,咒樂園,2003,cn,en,124,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,咒樂園,"The poster displays the original title ""咒樂園"" and features iconic circus imagery consistent with the film ""The Park"".",0.936,
82431,The Fantasist,The Fantasist,1986,en,es,18,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,The Fantasist,"The poster displays the exact title 'The Fantasist' at the top, matching the catalog entry.",1.999,
82465,Child's Play,Child's Play,1972,en,en,206,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,CHILD'S PLAY,"The poster clearly displays the title 'CHILD'S PLAY' in large, prominent letters, matching the catalog entry.",1.227,
82791,13 (Padamudu),13 (Padamudu),2009,en,en,13,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,13 పదమూడు,The poster displays the title '13 పదమూడు' which matches the catalog film title '13 (Padamudu)'.,1.395,
82828,Melancholia,メランコリア,2004,ja,en,502,0.0,0.0,nova-pro,us.amazon.nova-pro-v1:0,ok,mismatch,0.9,The Doppelgangger,"The poster clearly shows the title 'The Doppelgangger', which does not match the catalog film 'Melancholia'.",2.427,
82972,Curio,Curio,2010,en,en,35,0.0,0.0,nova-pro,us.amazon.nova-pro-v1:0,ok,mismatch,0.9,Bad Mommy,"The poster clearly shows the title 'Bad Mommy', which does not match the catalog film 'Curio'.",1.931,
83190,Deadball,DEADBALL　デッドボール,2011,ja,en,48,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,DEAD BALL,The poster prominently displays the title 'DEAD BALL' matching the catalog entry.,1.645,
83315,Mallika,Mallika,2010,en,en,213,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,MALLIKA,The poster displays the exact title 'MALLIKA' and matches the visual style and branding of the film.,2.276,
83416,Kamillions,Kamillions,1989,en,fi,323,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,KAMILLIONS,The poster clearly displays the title 'KAMILLIONS' and matches the expected style and elements for the 1989 film.,1.471,
83833,Nostrum,Nostrum,2010,en,en,436,0.0,0.0,nova-pro,us.amazon.nova-pro-v1:0,ok,mismatch,0.9,Psychotica,"The poster clearly displays the title 'Psychotica', which does not match the catalog film 'Nostrum'.",1.678,
83913,The Carrier,The Carrier,1988,en,en,13,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,The Carrier,"The title 'The Carrier' is clearly visible on the poster, matching the catalog entry.",1.261,
83958,Truffle,Truffe,2008,fr,fr,109,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,TRUFFLE,"The poster displays the exact title 'TRUFFLE' matching the catalog entry, and the imagery aligns with the film's theme.",1.706,
84004,School Day of the Dead,死者の学園祭,2000,ja,en,82,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,死者の学園祭,"The poster displays the Japanese title ""死者の学園祭"" matching the catalog entry, and the visual style aligns with a horror theme.",1.531,
84006,D' Anothers,D' Anothers,2005,tl,tl,35,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,D'ANOTHERS,The poster displays the exact title 'D'ANOTHERS' matching the catalog entry.,1.726,
84135,Chichibu Demon,鬼秩父 ~あの多重遭難事故の真相を追う~,2011,ja,en,121,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,鬼秩父,"The poster displays the exact title ""鬼秩父"" matching the catalog entry and includes the subtitle referencing the Chichibu incident.",1.505,
84233,Don't Hang Up,Don't Hang Up,1974,en,en,156,0.3333,0.3333,nova-pro,us.amazon.nova-pro-v1:0,ok,mismatch,0.9,Don't Open the Door,"The poster clearly shows a different title, 'Don't Open the Door', which does not match the catalog film 'Don't Hang Up'.",1.92,
84251,Neighbour No. 13,隣人13号,2005,ja,en,189,0.3333,0.3333,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,THE NEIGHBOR NO. THIRTEEN,The poster displays the exact title 'THE NEIGHBOR NO. THIRTEEN' matching the catalog entry.,1.649,
84297,Suburban Sasquatch,Suburban Sasquatch,2004,en,en,135,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,Suburban Sasquatch,"The poster displays the exact title 'Suburban Sasquatch' and features branding for 'Troubled Moon Films', matching the catalog entry.",1.335,
84348,V/H/S,V/H/S,2012,en,en,5,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,V/H/S,"The poster clearly displays the title 'V/H/S' in large red letters, matching the catalog entry.",1.301,
84423,The House That Cried Murder,The House That Cried Murder,1973,en,en,9,0.2,0.2,nova-lite,us.amazon.nova-2-lite-v1:0,ok,mismatch,0.9,The Bride,"The poster displays the title 'The Bride,' which does not match the catalog film title 'The House That Cried Murder.'",1.953,
84505,Kongo,Kongo,1932,en,lt,5,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,KONGO,"The title 'KONGO' is clearly visible on the poster, matching the catalog entry.",1.267,
84508,The Ghost of Yotsuya,東海道四谷怪談,1959,ja,en,9,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,THE GHOST OF YOTSUYA,"The poster text matches the catalog title exactly, and the visual style is consistent with classic Japanese horror cinema.",5.119,
84708,Captive Wild Woman,Captive Wild Woman,1943,en,en,17,0.3333,0.3333,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,CAPTIVE WILD WOMAN,The poster displays the exact title 'CAPTIVE WILD WOMAN' matching the catalog entry.,0.831,
84907,Playback,Playback,2012,en,en,8,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,PLAYBACK,"The poster displays the title 'PLAYBACK' in a style consistent with horror movie marketing, matching the catalog entry.",1.832,
84943,Genuine: The Tragedy of a Vampire,"Genuine, die Tragödie eines seltsamen Hauses",1920,de,en,7,0.2,0.2,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,GENUINE,"The word 'GENUINE' is prominently displayed, matching the catalog title.",1.702,
84983,Disconnected,Disconnected,1984,en,en,13,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,DISCONNECTED,The poster prominently displays the title 'DISCONNECTED' matching the catalog entry.,1.002,
84994,Rocktober Blood,Rocktober Blood,1984,en,en,14,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,Rocktober Blood,The poster displays the exact title 'Rocktober Blood' in matching stylized text.,1.499,
85002,Cemetery of Terror,Cementerio del terror,1985,es,es,10,0.3333,0.3333,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,CEMETERY OF TERROR,The poster features a skeleton in a cemetery setting with the exact title visible.,2.126,
85007,Murderlust,Murderlust,1985,en,en,10,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,Murderlust,The poster displays the exact title 'Murderlust' and features stylized imagery consistent with the film's genre and era.,1.48,
85008,The Ripper,The Ripper,1985,en,pl,4,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,The Ripper,"The poster features the title 'The Ripper' and a character in classic Ripper attire, matching the catalog entry.",2.597,
85032,Kotoko,Kotoko,2011,ja,en,5,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,KOTOKO,"The poster displays the title 'KOTOKO' in large, prominent letters, matching the catalog film title.",1.803,
85138,Into the Darkness,Into the Darkness,1986,en,nl,93,0.3333,0.3333,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,Into the DARKNESS,The poster displays the exact title 'Into the DARKNESS' and features the expected cast and director names.,1.567,
85144,Revenge,Revenge,1986,en,en,7,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,REVENGE,"The poster displays the exact title 'REVENGE' and features a stylized skull and two characters, matching the expected branding for the 1986 film.",2.636,
85146,Spine,Spine,1986,en,en,148,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,SPINE,"The poster displays the exact title 'SPINE' in large, stylized red lettering, matching the catalog entry.",1.904,
85149,Backwoods,Backwoods,1987,en,en,13,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,Backwoods,The poster displays the title 'Backwoods' and features a horror-themed image consistent with the film's genre.,2.04,
85152,The 11th Commandment,The 11th Commandment,1986,en,id,26,0.3333,0.3333,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,The Eleventh Commandment,The title text on the poster matches the catalog entry exactly.,1.622,
85154,Lady Beware,Lady Beware,1987,en,en,10,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,LADYBEWARE,The poster displays the exact title 'LADYBEWARE' matching the catalog entry.,1.376,
85160,Slaughterhouse,Slaughterhouse,1987,fr,en,14,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,Slaughterhouse,"The poster displays the exact title 'Slaughterhouse' in a stylized font, matching the catalog entry.",2.246,
85169,The Last Slumber Party,The Last Slumber Party,1987,en,de,20,0.25,0.25,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,The Last Slumber Party,The poster clearly displays the title 'The Last Slumber Party' and features stylized horror imagery consistent with the film's genre.,1.295,
85180,Trauma,Trhauma,1980,it,en,15,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,TRAUMA,"The poster displays the title 'TRAUMA' in large, bold letters, matching the catalog entry.",1.741,
85189,Ghostkeeper,Ghostkeeper,1981,en,en,12,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,Ghostkeeper,"The poster displays the exact title 'Ghostkeeper' and features a spooky, atmospheric scene consistent with the film's horror genre.",1.421,
85192,Blood Song,Blood Song,1982,en,en,69,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,BLOOD SONG,"The poster displays the exact title 'BLOOD SONG' in a stylized font, matching the catalog entry.",1.572,
85200,Island Of Blood,Island Of Blood,1982,en,en,8,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,ISLAND OF BLOOD,"The poster prominently displays the title 'ISLAND OF BLOOD' and features a dramatic, horror-themed visual that aligns with the film's likely aesthetic.",1.486,
85203,Twisted Nightmare,Twisted Nightmare,1987,en,en,46,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,TWISTED NIGHTMARE,The poster displays the exact title 'TWISTED NIGHTMARE' and matches the horror theme expected for the film.,1.381,
85259,Phoenix the Ninja,蓋世奇花,1981,zh,en,203,0.3333,0.3333,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,PHOENIX THE NINJA,The poster displays the exact title 'Phoenix the Ninja' and features martial arts imagery consistent with the film's genre and era.,2.021,
85558,Hip Hop Locos,Hip Hop Locos,2001,en,en,258,0.3333,0.3333,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,HIP HOP LOCOS,"The poster displays the exact title 'HIP HOP LOCOS' and references the year 2001, aligning with the catalog entry.",1.075,
85563,Barely Legal Lesbian Vampires,Barely Legal Lesbian Vampires,2000,en,sl,16,0.25,0.25,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,LESBIAN VAMPIRES,The poster features the key phrase 'LESBIAN VAMPIRES' and the visual style matches the horror/lesbian vampire theme of the catalog film.,5.428,
86003,Girl Hell 1999,少女地獄一九九九,1999,ja,it,15,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,少女地獄,"The poster displays the Japanese title ""少女地獄"" which matches the catalog entry's original title ""少女地獄一九九九"" and features horror-themed imagery consistent with the film.",1.159,
86102,Beyond the Reef,Beyond the Reef,,,tr,9,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,mismatch,0.9,SEAKILLER,"The poster clearly displays the title 'SEAKILLER,' which does not match the catalog film 'Beyond the Reef.'",1.348,
86278,Night of Fear,Night of Fear,1973,en,ro,6,0.3333,0.3333,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,Night of Fear,"The poster displays the exact title 'Night of Fear' and features a dramatic, horror-themed image consistent with the film's genre.",1.486,
86329,The S From Hell,The S From Hell,2010,en,en,11,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,mismatch,0.9,,"The poster displays the logo 'SCREEN GEMS,' which is unrelated to 'The S From Hell.'",1.38,
86383,Stop the Bitch Campaign: Hell Version,援助交際撲滅運動　地獄変,2004,ja,en,136,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,援助交際撲滅運動 地獄変,The poster displays the exact original Japanese title matching the catalog entry.,1.442,
86492,Winterbeast,Winterbeast,1992,en,en,12,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,WINTER BEAST,"The poster title matches the catalog title exactly, and the imagery aligns with typical horror/vanity beast tropes of the era.",1.125,
86595,Victims,Victims,2011,en,en,226,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,VICTIMS,"The poster displays the exact title 'VICTIMS' and branding for 'A DAVID BRYANT FILM', matching the catalog entry.",2.992,
86689,Headhunter,Headhunter,1988,en,en,11,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,Headhunter,The poster displays the exact title 'Headhunter' and features iconic horror imagery consistent with the film.,2.052,
86699,Papertrail,Papertrail,,,tl,47,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,TRAIL OF A SERIAL KILLER,"The poster features the title 'TRAIL OF A SERIAL KILLER,' which aligns with the catalog entry 'Papertrail,' suggesting a possible alternate or translated title.",1.406,
86889,Dracula,Dracula,1974,en,en,8,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,Dracula,"The poster features the title 'Dracula' and iconic imagery of a vampire, matching the catalog entry.",1.642,
86939,The Brain Machine,The Brain Machine,1977,en,en,153,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.95,THE BRAIN MACHINE,The poster displays the exact title 'THE BRAIN MACHINE' and matches the visual style and cast listed for the 1977 film.,2.237,
86979,The Road Builder,The Road Builder,1971,en,en,16,0.3333,0.3333,nova-lite,us.amazon.nova-2-lite-v1:0,ok,mismatch,0.9,The Night Digger,The visible title 'The Night Digger' does not match the catalog title 'The Road Builder'.,1.062,
87321,Mikey,Mikey,1992,en,en,5,0.0,0.0,nova-lite,us.amazon.nova-2-lite-v1:0,ok,match,0.9,Mikey,"The poster displays the title 'Mikey' and features a child walking on a narrow path, which aligns with the thematic elements of the 1992 horror film.",1.659,
